student,unit_title,assessment,score,score_level,user_unit
643,Dinosaur Domestication,pre,63.20366850454084,3,643 Dinosaur Domestication
644,Dinosaur Domestication,pre,46.06011435212888,2,644 Dinosaur Domestication
645,Dinosaur Domestication,pre,44.64241443774404,2,645 Dinosaur Domestication
646,Dinosaur Domestication,pre,45.41145634773836,2,646 Dinosaur Domestication
647,Dinosaur Domestication,pre,39.31806016542291,1,647 Dinosaur Domestication
648,Dinosaur Domestication,pre,61.23825467047048,3,648 Dinosaur Domestication
649,Dinosaur Domestication,pre,59.637606254008666,2,649 Dinosaur Domestication
650,Dinosaur Domestication,pre,44.06562307338908,2,650 Dinosaur Domestication
652,Dinosaur Domestication,pre,56.096374915336305,2,652 Dinosaur Domestication
653,Dinosaur Domestication,pre,48.37455577594177,2,653 Dinosaur Domestication
654,Dinosaur Domestication,pre,20.156736566478912,1,654 Dinosaur Domestication
655,Dinosaur Domestication,pre,51.49870871393237,2,655 Dinosaur Domestication
656,Dinosaur Domestication,pre,56.885189077483936,2,656 Dinosaur Domestication
657,Dinosaur Domestication,pre,64.79850071946329,3,657 Dinosaur Domestication
658,Dinosaur Domestication,pre,64.9143618337629,3,658 Dinosaur Domestication
660,Dinosaur Domestication,pre,62.3616143381226,3,660 Dinosaur Domestication
662,Dinosaur Domestication,pre,59.06814702484348,2,662 Dinosaur Domestication
663,Dinosaur Domestication,pre,55.847339774575545,2,663 Dinosaur Domestication
664,Dinosaur Domestication,pre,62.31626143147818,3,664 Dinosaur Domestication
666,Dinosaur Domestication,pre,51.40922590090385,2,666 Dinosaur Domestication
667,Dinosaur Domestication,pre,52.7920169330098,2,667 Dinosaur Domestication
668,Dinosaur Domestication,pre,62.3659302601725,3,668 Dinosaur Domestication
669,Dinosaur Domestication,pre,49.004128785956084,2,669 Dinosaur Domestication
670,Dinosaur Domestication,pre,37.656358663769055,1,670 Dinosaur Domestication
671,Dinosaur Domestication,pre,31.94100392357729,1,671 Dinosaur Domestication
675,Dinosaur Domestication,pre,45.30803742757297,2,675 Dinosaur Domestication
676,Dinosaur Domestication,pre,55.31316503291719,2,676 Dinosaur Domestication
677,Dinosaur Domestication,pre,49.9785687469253,2,677 Dinosaur Domestication
678,Dinosaur Domestication,pre,40.81883943682132,2,678 Dinosaur Domestication
679,Dinosaur Domestication,pre,36.14197150476099,1,679 Dinosaur Domestication
680,Dinosaur Domestication,pre,42.31405983095622,2,680 Dinosaur Domestication
681,Dinosaur Domestication,pre,45.6268214883563,2,681 Dinosaur Domestication
682,Dinosaur Domestication,pre,60.480231821561944,3,682 Dinosaur Domestication
683,Dinosaur Domestication,pre,60.808205286904375,3,683 Dinosaur Domestication
684,Dinosaur Domestication,pre,22.184103433437876,1,684 Dinosaur Domestication
687,Dinosaur Domestication,pre,53.006691384156156,2,687 Dinosaur Domestication
688,Dinosaur Domestication,pre,53.61448033658736,2,688 Dinosaur Domestication
689,Dinosaur Domestication,pre,46.12525795300239,2,689 Dinosaur Domestication
690,Dinosaur Domestication,pre,43.34537655461156,2,690 Dinosaur Domestication
691,Dinosaur Domestication,pre,51.07131823484867,2,691 Dinosaur Domestication
692,Dinosaur Domestication,pre,61.94355881625813,3,692 Dinosaur Domestication
693,Dinosaur Domestication,pre,12.331580140261309,1,693 Dinosaur Domestication
694,Dinosaur Domestication,pre,60.190214259856404,3,694 Dinosaur Domestication
695,Dinosaur Domestication,pre,69.14314782082036,3,695 Dinosaur Domestication
696,Dinosaur Domestication,pre,63.57130630554153,3,696 Dinosaur Domestication
697,Dinosaur Domestication,pre,52.00864524198715,2,697 Dinosaur Domestication
698,Dinosaur Domestication,pre,47.502627865954764,2,698 Dinosaur Domestication
699,Dinosaur Domestication,pre,54.728347264508756,2,699 Dinosaur Domestication
700,Dinosaur Domestication,pre,51.66755918754089,2,700 Dinosaur Domestication
701,Dinosaur Domestication,pre,40.528956874708804,2,701 Dinosaur Domestication
702,Dinosaur Domestication,pre,71.73297912960182,3,702 Dinosaur Domestication
704,Dinosaur Domestication,pre,66.21131607695122,3,704 Dinosaur Domestication
705,Dinosaur Domestication,pre,55.326631277018926,2,705 Dinosaur Domestication
706,Dinosaur Domestication,pre,51.97702540796071,2,706 Dinosaur Domestication
707,Dinosaur Domestication,pre,35.92871487240868,1,707 Dinosaur Domestication
709,Dinosaur Domestication,pre,54.51915894329059,2,709 Dinosaur Domestication
710,Dinosaur Domestication,pre,45.519733473710296,2,710 Dinosaur Domestication
711,Dinosaur Domestication,pre,60.31777386130412,3,711 Dinosaur Domestication
712,Dinosaur Domestication,pre,32.66141701560258,1,712 Dinosaur Domestication
713,Dinosaur Domestication,pre,48.61776539763995,2,713 Dinosaur Domestication
714,Dinosaur Domestication,pre,55.71354018348127,2,714 Dinosaur Domestication
716,Dinosaur Domestication,pre,33.81683225481905,1,716 Dinosaur Domestication
717,Dinosaur Domestication,pre,46.48741730993001,2,717 Dinosaur Domestication
718,Dinosaur Domestication,pre,56.87035784822914,2,718 Dinosaur Domestication
719,Dinosaur Domestication,pre,67.26203403561553,3,719 Dinosaur Domestication
720,Dinosaur Domestication,pre,63.116923481378606,3,720 Dinosaur Domestication
721,Dinosaur Domestication,pre,42.784066168475206,2,721 Dinosaur Domestication
722,Dinosaur Domestication,pre,54.5515673917551,2,722 Dinosaur Domestication
723,Dinosaur Domestication,pre,63.801961384584224,3,723 Dinosaur Domestication
724,Dinosaur Domestication,pre,54.98359395103433,2,724 Dinosaur Domestication
725,Dinosaur Domestication,pre,59.318491642141325,2,725 Dinosaur Domestication
726,Dinosaur Domestication,pre,52.936187235454696,2,726 Dinosaur Domestication
728,Dinosaur Domestication,pre,63.7083766362037,3,728 Dinosaur Domestication
729,Dinosaur Domestication,pre,65.0417188736155,3,729 Dinosaur Domestication
730,Dinosaur Domestication,pre,57.8968026182501,2,730 Dinosaur Domestication
731,Dinosaur Domestication,pre,64.41414715913125,3,731 Dinosaur Domestication
733,Dinosaur Domestication,pre,61.704699840989036,3,733 Dinosaur Domestication
734,Dinosaur Domestication,pre,51.172450306146075,2,734 Dinosaur Domestication
735,Dinosaur Domestication,pre,59.113132938134065,2,735 Dinosaur Domestication
736,Dinosaur Domestication,pre,52.89223602000398,2,736 Dinosaur Domestication
737,Dinosaur Domestication,pre,61.07381599347367,3,737 Dinosaur Domestication
738,Dinosaur Domestication,pre,72.58429424000418,3,738 Dinosaur Domestication
739,Dinosaur Domestication,pre,54.703289041303904,2,739 Dinosaur Domestication
740,Dinosaur Domestication,pre,57.67946095653019,2,740 Dinosaur Domestication
741,Dinosaur Domestication,pre,55.582677864584404,2,741 Dinosaur Domestication
742,Dinosaur Domestication,pre,62.592747372700764,3,742 Dinosaur Domestication
743,Dinosaur Domestication,pre,43.52229215122806,2,743 Dinosaur Domestication
744,Dinosaur Domestication,pre,54.608625933973684,2,744 Dinosaur Domestication
745,Dinosaur Domestication,pre,49.59346437059836,2,745 Dinosaur Domestication
747,Dinosaur Domestication,pre,68.40346794912007,3,747 Dinosaur Domestication
749,Dinosaur Domestication,pre,59.997094758565325,2,749 Dinosaur Domestication
750,Dinosaur Domestication,pre,55.03055368000304,2,750 Dinosaur Domestication
751,Dinosaur Domestication,pre,45.01396916252233,2,751 Dinosaur Domestication
753,Dinosaur Domestication,pre,45.31081471349307,2,753 Dinosaur Domestication
755,Dinosaur Domestication,pre,53.86815238605525,2,755 Dinosaur Domestication
756,Dinosaur Domestication,pre,50.46987672941221,2,756 Dinosaur Domestication
757,Dinosaur Domestication,pre,49.960148024955146,2,757 Dinosaur Domestication
758,Dinosaur Domestication,pre,55.39523137940458,2,758 Dinosaur Domestication
759,Dinosaur Domestication,pre,59.39715522977776,2,759 Dinosaur Domestication
761,Dinosaur Domestication,pre,40.49524787524217,2,761 Dinosaur Domestication
762,Dinosaur Domestication,pre,56.24481552513036,2,762 Dinosaur Domestication
763,Dinosaur Domestication,pre,53.83033196020313,2,763 Dinosaur Domestication
764,Dinosaur Domestication,pre,56.81084670126954,2,764 Dinosaur Domestication
765,Dinosaur Domestication,pre,41.45216608233324,2,765 Dinosaur Domestication
766,Dinosaur Domestication,pre,53.32609783918993,2,766 Dinosaur Domestication
767,Dinosaur Domestication,pre,58.5867707240086,2,767 Dinosaur Domestication
769,Dinosaur Domestication,pre,58.98624236888368,2,769 Dinosaur Domestication
770,Dinosaur Domestication,pre,59.31897941247229,2,770 Dinosaur Domestication
771,Dinosaur Domestication,pre,53.42111335770255,2,771 Dinosaur Domestication
772,Dinosaur Domestication,pre,57.633391573436576,2,772 Dinosaur Domestication
773,Dinosaur Domestication,pre,6.121841952730577,1,773 Dinosaur Domestication
774,Dinosaur Domestication,pre,24.84440924777425,1,774 Dinosaur Domestication
776,Dinosaur Domestication,pre,53.364859460609516,2,776 Dinosaur Domestication
777,Dinosaur Domestication,pre,52.964274889824544,2,777 Dinosaur Domestication
778,Dinosaur Domestication,pre,45.88470087397421,2,778 Dinosaur Domestication
779,Dinosaur Domestication,pre,52.34563693029855,2,779 Dinosaur Domestication
780,Dinosaur Domestication,pre,51.60258799804696,2,780 Dinosaur Domestication
781,Dinosaur Domestication,pre,49.37346829612792,2,781 Dinosaur Domestication
782,Dinosaur Domestication,pre,63.88102217746685,3,782 Dinosaur Domestication
783,Dinosaur Domestication,pre,50.74093378642904,2,783 Dinosaur Domestication
784,Dinosaur Domestication,pre,41.172834194272404,2,784 Dinosaur Domestication
785,Dinosaur Domestication,pre,53.13889154101715,2,785 Dinosaur Domestication
786,Dinosaur Domestication,pre,10.834170165524448,1,786 Dinosaur Domestication
787,Dinosaur Domestication,pre,38.82953789445519,1,787 Dinosaur Domestication
788,Dinosaur Domestication,pre,70.4149555452525,3,788 Dinosaur Domestication
791,Dinosaur Domestication,pre,54.87691987012251,2,791 Dinosaur Domestication
793,Dinosaur Domestication,pre,52.71426594731439,2,793 Dinosaur Domestication
794,Dinosaur Domestication,pre,49.94237946318381,2,794 Dinosaur Domestication
795,Dinosaur Domestication,pre,51.10007488738982,2,795 Dinosaur Domestication
796,Dinosaur Domestication,pre,57.754797241578,2,796 Dinosaur Domestication
799,Dinosaur Domestication,pre,40.351891247034175,2,799 Dinosaur Domestication
800,Dinosaur Domestication,pre,55.07399837058617,2,800 Dinosaur Domestication
803,Dinosaur Domestication,pre,55.52294452387686,2,803 Dinosaur Domestication
804,Dinosaur Domestication,pre,49.544330177860964,2,804 Dinosaur Domestication
805,Dinosaur Domestication,pre,53.23185670816793,2,805 Dinosaur Domestication
806,Dinosaur Domestication,pre,38.026411487907694,1,806 Dinosaur Domestication
807,Dinosaur Domestication,pre,51.15349888715288,2,807 Dinosaur Domestication
808,Dinosaur Domestication,pre,48.795969997779096,2,808 Dinosaur Domestication
811,Dinosaur Domestication,pre,63.409354742021506,3,811 Dinosaur Domestication
813,Dinosaur Domestication,pre,44.6741374427254,2,813 Dinosaur Domestication
814,Dinosaur Domestication,pre,45.13729007115782,2,814 Dinosaur Domestication
815,Dinosaur Domestication,pre,50.029779936996675,2,815 Dinosaur Domestication
816,Dinosaur Domestication,pre,56.17989971920922,2,816 Dinosaur Domestication
817,Dinosaur Domestication,pre,54.89053874259157,2,817 Dinosaur Domestication
818,Dinosaur Domestication,pre,61.22252063191939,3,818 Dinosaur Domestication
819,Dinosaur Domestication,pre,64.19560988094244,3,819 Dinosaur Domestication
820,Dinosaur Domestication,pre,54.25363636730373,2,820 Dinosaur Domestication
821,Dinosaur Domestication,pre,59.3148411218537,2,821 Dinosaur Domestication
824,Dinosaur Domestication,pre,56.76044778587942,2,824 Dinosaur Domestication
825,Dinosaur Domestication,pre,51.07011609107638,2,825 Dinosaur Domestication
826,Dinosaur Domestication,pre,44.94496465743359,2,826 Dinosaur Domestication
827,Dinosaur Domestication,pre,63.39732190079844,3,827 Dinosaur Domestication
828,Dinosaur Domestication,pre,65.93905701665572,3,828 Dinosaur Domestication
829,Dinosaur Domestication,pre,48.11579013152698,2,829 Dinosaur Domestication
831,Dinosaur Domestication,pre,19.461911821221705,1,831 Dinosaur Domestication
833,Dinosaur Domestication,pre,50.801901837686714,2,833 Dinosaur Domestication
835,Dinosaur Domestication,pre,26.28101440952851,1,835 Dinosaur Domestication
836,Dinosaur Domestication,pre,60.049288484297946,3,836 Dinosaur Domestication
837,Dinosaur Domestication,pre,58.11913873233283,2,837 Dinosaur Domestication
838,Dinosaur Domestication,pre,47.14367084570547,2,838 Dinosaur Domestication
839,Dinosaur Domestication,pre,60.20619292268871,3,839 Dinosaur Domestication
840,Dinosaur Domestication,pre,50.606984586173134,2,840 Dinosaur Domestication
841,Dinosaur Domestication,pre,55.6202048668493,2,841 Dinosaur Domestication
843,Dinosaur Domestication,pre,56.07100538090128,2,843 Dinosaur Domestication
844,Dinosaur Domestication,pre,65.36599076153881,3,844 Dinosaur Domestication
845,Dinosaur Domestication,pre,49.888466557832814,2,845 Dinosaur Domestication
847,Dinosaur Domestication,pre,60.812636354731936,3,847 Dinosaur Domestication
848,Dinosaur Domestication,pre,60.156256876526456,3,848 Dinosaur Domestication
849,Dinosaur Domestication,pre,61.75267646577566,3,849 Dinosaur Domestication
850,Dinosaur Domestication,pre,61.762077876109714,3,850 Dinosaur Domestication
851,Dinosaur Domestication,pre,65.61805180089888,3,851 Dinosaur Domestication
852,Dinosaur Domestication,pre,60.05723405323109,3,852 Dinosaur Domestication
853,Dinosaur Domestication,pre,49.544548111799806,2,853 Dinosaur Domestication
854,Dinosaur Domestication,pre,49.83389086616715,2,854 Dinosaur Domestication
855,Dinosaur Domestication,pre,51.38414086870843,2,855 Dinosaur Domestication
856,Dinosaur Domestication,pre,36.83036519593867,1,856 Dinosaur Domestication
858,Dinosaur Domestication,pre,54.282166620481895,2,858 Dinosaur Domestication
859,Dinosaur Domestication,pre,49.85485348598826,2,859 Dinosaur Domestication
860,Dinosaur Domestication,pre,60.66664987750267,3,860 Dinosaur Domestication
861,Dinosaur Domestication,pre,53.58032887604523,2,861 Dinosaur Domestication
862,Dinosaur Domestication,pre,52.53650328223511,2,862 Dinosaur Domestication
863,Dinosaur Domestication,pre,54.2499552534737,2,863 Dinosaur Domestication
864,Dinosaur Domestication,pre,56.58120114327255,2,864 Dinosaur Domestication
868,Dinosaur Domestication,pre,62.88706704678769,3,868 Dinosaur Domestication
870,Dinosaur Domestication,pre,53.31484581730019,2,870 Dinosaur Domestication
872,Dinosaur Domestication,pre,66.16958663918912,3,872 Dinosaur Domestication
874,Dinosaur Domestication,pre,62.636197205635746,3,874 Dinosaur Domestication
875,Dinosaur Domestication,pre,49.82525251684392,2,875 Dinosaur Domestication
876,Dinosaur Domestication,pre,51.33774872287795,2,876 Dinosaur Domestication
877,Dinosaur Domestication,pre,48.976573168676765,2,877 Dinosaur Domestication
878,Dinosaur Domestication,pre,52.12727317964845,2,878 Dinosaur Domestication
879,Dinosaur Domestication,pre,1.82968875596422,1,879 Dinosaur Domestication
881,Dinosaur Domestication,pre,67.07154458885556,3,881 Dinosaur Domestication
882,Dinosaur Domestication,pre,51.48887220617827,2,882 Dinosaur Domestication
883,Dinosaur Domestication,pre,66.832239784789,3,883 Dinosaur Domestication
884,Dinosaur Domestication,pre,38.48868367199691,1,884 Dinosaur Domestication
885,Dinosaur Domestication,pre,51.238064709720426,2,885 Dinosaur Domestication
886,Dinosaur Domestication,pre,43.100728104355824,2,886 Dinosaur Domestication
887,Dinosaur Domestication,pre,61.7608944685082,3,887 Dinosaur Domestication
888,Dinosaur Domestication,pre,46.89359280028731,2,888 Dinosaur Domestication
890,Dinosaur Domestication,pre,38.11392511732518,1,890 Dinosaur Domestication
892,Dinosaur Domestication,pre,40.66016311329237,2,892 Dinosaur Domestication
893,Dinosaur Domestication,pre,62.82118272649743,3,893 Dinosaur Domestication
894,Dinosaur Domestication,pre,61.95175797930325,3,894 Dinosaur Domestication
895,Dinosaur Domestication,pre,62.86266944283493,3,895 Dinosaur Domestication
898,Dinosaur Domestication,pre,48.32981960272843,2,898 Dinosaur Domestication
899,Dinosaur Domestication,pre,50.56773125231308,2,899 Dinosaur Domestication
900,Dinosaur Domestication,pre,52.49580758608865,2,900 Dinosaur Domestication
901,Dinosaur Domestication,pre,73.51351923782752,3,901 Dinosaur Domestication
902,Dinosaur Domestication,pre,61.735554226972276,3,902 Dinosaur Domestication
903,Dinosaur Domestication,pre,53.55491857300322,2,903 Dinosaur Domestication
904,Dinosaur Domestication,pre,51.70510987266281,2,904 Dinosaur Domestication
905,Dinosaur Domestication,pre,60.652767752485296,3,905 Dinosaur Domestication
906,Dinosaur Domestication,pre,60.936221277995024,3,906 Dinosaur Domestication
907,Dinosaur Domestication,pre,69.56465228232767,3,907 Dinosaur Domestication
909,Dinosaur Domestication,pre,59.471538786346244,2,909 Dinosaur Domestication
910,Dinosaur Domestication,pre,49.59702237713253,2,910 Dinosaur Domestication
911,Dinosaur Domestication,pre,55.501945162863386,2,911 Dinosaur Domestication
912,Dinosaur Domestication,pre,45.736878838316734,2,912 Dinosaur Domestication
913,Dinosaur Domestication,pre,59.757681795673406,2,913 Dinosaur Domestication
915,Dinosaur Domestication,pre,58.32618042906904,2,915 Dinosaur Domestication
916,Dinosaur Domestication,pre,44.46990927999279,2,916 Dinosaur Domestication
919,Dinosaur Domestication,pre,60.276828602897595,3,919 Dinosaur Domestication
920,Dinosaur Domestication,pre,61.6548208919548,3,920 Dinosaur Domestication
921,Dinosaur Domestication,pre,60.283650345427084,3,921 Dinosaur Domestication
922,Dinosaur Domestication,pre,20.955152492166455,1,922 Dinosaur Domestication
923,Dinosaur Domestication,pre,47.75734244186791,2,923 Dinosaur Domestication
924,Dinosaur Domestication,pre,44.34822291824591,2,924 Dinosaur Domestication
926,Dinosaur Domestication,pre,56.926377536363006,2,926 Dinosaur Domestication
927,Dinosaur Domestication,pre,51.83510951889727,2,927 Dinosaur Domestication
928,Dinosaur Domestication,pre,56.4226208983288,2,928 Dinosaur Domestication
930,Dinosaur Domestication,pre,73.37470361842007,3,930 Dinosaur Domestication
931,Dinosaur Domestication,pre,56.01394298430454,2,931 Dinosaur Domestication
932,Dinosaur Domestication,pre,53.96703501429264,2,932 Dinosaur Domestication
933,Dinosaur Domestication,pre,56.233114253404565,2,933 Dinosaur Domestication
934,Dinosaur Domestication,pre,63.97491506891846,3,934 Dinosaur Domestication
935,Dinosaur Domestication,pre,64.73165451975032,3,935 Dinosaur Domestication
936,Dinosaur Domestication,pre,38.91728793008544,1,936 Dinosaur Domestication
938,Dinosaur Domestication,pre,67.63163447322913,3,938 Dinosaur Domestication
939,Dinosaur Domestication,pre,61.01204809828564,3,939 Dinosaur Domestication
940,Dinosaur Domestication,pre,58.703535777395864,2,940 Dinosaur Domestication
941,Dinosaur Domestication,pre,69.91226631810662,3,941 Dinosaur Domestication
942,Dinosaur Domestication,pre,48.95622633491564,2,942 Dinosaur Domestication
943,Dinosaur Domestication,pre,44.336299415464985,2,943 Dinosaur Domestication
944,Dinosaur Domestication,pre,51.40364651852217,2,944 Dinosaur Domestication
945,Dinosaur Domestication,pre,60.33528377744386,3,945 Dinosaur Domestication
946,Dinosaur Domestication,pre,60.06482398657852,3,946 Dinosaur Domestication
948,Dinosaur Domestication,pre,48.94627984419384,2,948 Dinosaur Domestication
949,Dinosaur Domestication,pre,53.764850760535914,2,949 Dinosaur Domestication
950,Dinosaur Domestication,pre,54.56985254286032,2,950 Dinosaur Domestication
951,Dinosaur Domestication,pre,52.7904103838353,2,951 Dinosaur Domestication
952,Dinosaur Domestication,pre,56.42971754865645,2,952 Dinosaur Domestication
953,Dinosaur Domestication,pre,70.86583193872707,3,953 Dinosaur Domestication
954,Dinosaur Domestication,pre,59.32086393816759,2,954 Dinosaur Domestication
955,Dinosaur Domestication,pre,53.5332298856433,2,955 Dinosaur Domestication
956,Dinosaur Domestication,pre,54.46774336150323,2,956 Dinosaur Domestication
957,Dinosaur Domestication,pre,56.88320252452078,2,957 Dinosaur Domestication
959,Dinosaur Domestication,pre,13.268202995109775,1,959 Dinosaur Domestication
960,Dinosaur Domestication,pre,66.37345940726486,3,960 Dinosaur Domestication
961,Dinosaur Domestication,pre,44.88620849834882,2,961 Dinosaur Domestication
964,Dinosaur Domestication,pre,40.947423442121476,2,964 Dinosaur Domestication
965,Dinosaur Domestication,pre,60.19159974281003,3,965 Dinosaur Domestication
967,Dinosaur Domestication,pre,57.261859325268915,2,967 Dinosaur Domestication
969,Dinosaur Domestication,pre,53.654517718988345,2,969 Dinosaur Domestication
970,Dinosaur Domestication,pre,53.80515678005238,2,970 Dinosaur Domestication
971,Dinosaur Domestication,pre,54.756472082927466,2,971 Dinosaur Domestication
972,Dinosaur Domestication,pre,44.008073641010675,2,972 Dinosaur Domestication
973,Dinosaur Domestication,pre,62.91429616711512,3,973 Dinosaur Domestication
974,Dinosaur Domestication,pre,47.54149635639341,2,974 Dinosaur Domestication
976,Dinosaur Domestication,pre,65.33618435640481,3,976 Dinosaur Domestication
977,Dinosaur Domestication,pre,60.287323606353205,3,977 Dinosaur Domestication
978,Dinosaur Domestication,pre,45.76769629953449,2,978 Dinosaur Domestication
979,Dinosaur Domestication,pre,68.00712030771642,3,979 Dinosaur Domestication
980,Dinosaur Domestication,pre,68.7932265080081,3,980 Dinosaur Domestication
981,Dinosaur Domestication,pre,33.379001893672836,1,981 Dinosaur Domestication
982,Dinosaur Domestication,pre,54.093364513237724,2,982 Dinosaur Domestication
983,Dinosaur Domestication,pre,50.58184825521647,2,983 Dinosaur Domestication
984,Dinosaur Domestication,pre,58.48037983727163,2,984 Dinosaur Domestication
985,Dinosaur Domestication,pre,34.2353985708104,1,985 Dinosaur Domestication
986,Dinosaur Domestication,pre,47.922770041457085,2,986 Dinosaur Domestication
987,Dinosaur Domestication,pre,43.714991190585664,2,987 Dinosaur Domestication
988,Dinosaur Domestication,pre,63.485653540497445,3,988 Dinosaur Domestication
989,Dinosaur Domestication,pre,41.87273450143928,2,989 Dinosaur Domestication
990,Dinosaur Domestication,pre,68.98461777627833,3,990 Dinosaur Domestication
991,Dinosaur Domestication,pre,59.486324104091494,2,991 Dinosaur Domestication
992,Dinosaur Domestication,pre,54.32195131843995,2,992 Dinosaur Domestication
993,Dinosaur Domestication,pre,47.594357390043115,2,993 Dinosaur Domestication
994,Dinosaur Domestication,pre,65.66145555484147,3,994 Dinosaur Domestication
995,Dinosaur Domestication,pre,53.64460898586949,2,995 Dinosaur Domestication
996,Dinosaur Domestication,pre,63.083656248348525,3,996 Dinosaur Domestication
997,Dinosaur Domestication,pre,58.58420800022238,2,997 Dinosaur Domestication
998,Dinosaur Domestication,pre,58.68041451154992,2,998 Dinosaur Domestication
999,Dinosaur Domestication,pre,39.45711352259569,1,999 Dinosaur Domestication
1,Life on Mars,pre,30.70242168502621,1,1 Life on Mars
2,Life on Mars,pre,28.19716421871903,1,2 Life on Mars
3,Life on Mars,pre,8.481248731521006,1,3 Life on Mars
4,Life on Mars,pre,41.02419560813956,2,4 Life on Mars
5,Life on Mars,pre,20.352718891613158,1,5 Life on Mars
6,Life on Mars,pre,44.26675994191127,2,6 Life on Mars
7,Life on Mars,pre,40.71561264140566,2,7 Life on Mars
8,Life on Mars,pre,32.51473279594798,1,8 Life on Mars
9,Life on Mars,pre,25.729014301032432,1,9 Life on Mars
10,Life on Mars,pre,21.42621505550581,1,10 Life on Mars
11,Life on Mars,pre,6.682670089199661,1,11 Life on Mars
12,Life on Mars,pre,24.866331445645187,1,12 Life on Mars
13,Life on Mars,pre,34.95449981195086,1,13 Life on Mars
14,Life on Mars,pre,35.36501505083835,1,14 Life on Mars
15,Life on Mars,pre,40.243694227371016,2,15 Life on Mars
16,Life on Mars,pre,13.935376930298027,1,16 Life on Mars
17,Life on Mars,pre,34.83231181466145,1,17 Life on Mars
18,Life on Mars,pre,16.716825522490712,1,18 Life on Mars
19,Life on Mars,pre,29.442855717519496,1,19 Life on Mars
20,Life on Mars,pre,28.571395589534337,1,20 Life on Mars
21,Life on Mars,pre,23.98945640167285,1,21 Life on Mars
22,Life on Mars,pre,27.432843548045796,1,22 Life on Mars
23,Life on Mars,pre,52.528065050255094,2,23 Life on Mars
25,Life on Mars,pre,6.428609708708585,1,25 Life on Mars
26,Life on Mars,pre,35.24786384515063,1,26 Life on Mars
27,Life on Mars,pre,29.587086639556155,1,27 Life on Mars
28,Life on Mars,pre,33.48720820412117,1,28 Life on Mars
29,Life on Mars,pre,18.83463000559255,1,29 Life on Mars
30,Life on Mars,pre,45.95232797145714,2,30 Life on Mars
31,Life on Mars,pre,28.242795956371175,1,31 Life on Mars
32,Life on Mars,pre,36.676988268051716,1,32 Life on Mars
33,Life on Mars,pre,41.47408650716319,2,33 Life on Mars
34,Life on Mars,pre,23.36002254997171,1,34 Life on Mars
35,Life on Mars,pre,8.715168054948162,1,35 Life on Mars
36,Life on Mars,pre,39.25820658933177,1,36 Life on Mars
37,Life on Mars,pre,36.59309207126744,1,37 Life on Mars
38,Life on Mars,pre,23.70189374882039,1,38 Life on Mars
39,Life on Mars,pre,30.0978931687224,1,39 Life on Mars
40,Life on Mars,pre,42.308913934060996,2,40 Life on Mars
41,Life on Mars,pre,25.214357965251146,1,41 Life on Mars
42,Life on Mars,pre,39.97106684938025,1,42 Life on Mars
43,Life on Mars,pre,26.789772180087326,1,43 Life on Mars
44,Life on Mars,pre,47.97510638305691,2,44 Life on Mars
45,Life on Mars,pre,34.06290248507621,1,45 Life on Mars
46,Life on Mars,pre,31.351487911270652,1,46 Life on Mars
47,Life on Mars,pre,27.136800481477838,1,47 Life on Mars
48,Life on Mars,pre,16.75151012572468,1,48 Life on Mars
49,Life on Mars,pre,37.437270280110305,1,49 Life on Mars
50,Life on Mars,pre,41.36764928803842,2,50 Life on Mars
52,Life on Mars,pre,31.609170581484737,1,52 Life on Mars
53,Life on Mars,pre,45.3188300322057,2,53 Life on Mars
54,Life on Mars,pre,46.91710870275714,2,54 Life on Mars
55,Life on Mars,pre,39.15622423020088,1,55 Life on Mars
56,Life on Mars,pre,29.63744179867426,1,56 Life on Mars
57,Life on Mars,pre,28.38686905187459,1,57 Life on Mars
58,Life on Mars,pre,40.61335624210063,2,58 Life on Mars
59,Life on Mars,pre,40.24864521089114,2,59 Life on Mars
60,Life on Mars,pre,38.8167070288718,1,60 Life on Mars
61,Life on Mars,pre,35.32460315085873,1,61 Life on Mars
62,Life on Mars,pre,26.706457700670242,1,62 Life on Mars
63,Life on Mars,pre,36.90000864065261,1,63 Life on Mars
64,Life on Mars,pre,28.48470168141027,1,64 Life on Mars
65,Life on Mars,pre,17.01704993834833,1,65 Life on Mars
66,Life on Mars,pre,27.557796335116574,1,66 Life on Mars
67,Life on Mars,pre,22.997983675898066,1,67 Life on Mars
68,Life on Mars,pre,13.806252286565805,1,68 Life on Mars
69,Life on Mars,pre,36.56713522602587,1,69 Life on Mars
70,Life on Mars,pre,36.14692119340556,1,70 Life on Mars
71,Life on Mars,pre,35.72519552441644,1,71 Life on Mars
73,Life on Mars,pre,31.542458883527832,1,73 Life on Mars
74,Life on Mars,pre,46.8373475098926,2,74 Life on Mars
76,Life on Mars,pre,33.537077906381924,1,76 Life on Mars
77,Life on Mars,pre,27.717167976328554,1,77 Life on Mars
78,Life on Mars,pre,44.24715828541362,2,78 Life on Mars
79,Life on Mars,pre,33.68979459361212,1,79 Life on Mars
80,Life on Mars,pre,34.66510819836057,1,80 Life on Mars
81,Life on Mars,pre,42.81622717498528,2,81 Life on Mars
82,Life on Mars,pre,42.418220994005594,2,82 Life on Mars
83,Life on Mars,pre,39.78149643963554,1,83 Life on Mars
84,Life on Mars,pre,36.90070791542742,1,84 Life on Mars
85,Life on Mars,pre,42.437695797879094,2,85 Life on Mars
86,Life on Mars,pre,41.82815944803229,2,86 Life on Mars
